AF3,f7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-21.700315475463867,-24.973886489868164,-16.9803409576416,-15.412391662597656,-4.511667728424072,-0.546948254108429,-3.3633697032928467,3.6070330142974854,8.508333206176758,2.8802552223205566,-5.1874284744262695,-13.40673828125,-3.0002777576446533,-16.313718795776367
-20.77886962890625,-25.40883445739746,-15.406970024108887,-15.902722358703613,-5.55703067779541,2.5482895374298096,0.04342936724424362,6.800520420074463,5.687297821044922,2.2042970657348633,-5.676446914672852,-10.084625244140625,-7.674865245819092,-16.615619659423828
-13.958340644836426,-18.97052764892578,-10.94836139678955,-12.589168548583984,-4.802386283874512,4.30997371673584,2.4792861938476562,4.2813262939453125,-2.373765707015991,-1.531773567199707,-6.407858848571777,-6.6491312980651855,-10.524543762207031,-13.165355682373047
-3.8205902576446533,-8.157899856567383,-5.2796807289123535,-7.091119289398193,-3.7582027912139893,2.9331884384155273,2.49752140045166,-1.2707089185714722,-10.028877258300781,-5.945549488067627,-6.246201992034912,-4.40688419342041,-9.215316772460938,-6.931434631347656
4.62147855758667,2.234520196914673,-0.7299546003341675,-2.0664336681365967,-3.208846092224121,-1.1584333181381226,0.1847708374261856,-5.961844444274902,-13.191520690917969,-8.459516525268555,-5.135924339294434,-3.480875015258789,-5.134754180908203,-1.0604925155639648
8.593901634216309,9.180314064025879,1.4391809701919556,0.8778947591781616,-2.431079864501953,-5.431089878082275,-2.7509446144104004,-7.91765022277832,-12.05207633972168,-8.576828956604004,-4.242494583129883,-3.3665196895599365,-1.9854416847229004,2.3556089401245117
9.959647178649902,13.255703926086426,1.8877149820327759,2.1759085655212402,-0.4432748556137085,-7.318192481994629,-4.377484321594238,-8.033697128295898,-9.680110931396484,-7.910816192626953,-4.420475959777832,-3.47442626953125,-1.9059311151504517,4.336031436920166
12.71777057647705,16.750017166137695,2.2709102630615234,3.4029245376586914,2.2618515491485596,-6.244205951690674,-4.096013069152832,-8.0421142578125,-8.714838027954102,-8.209525108337402,-5.116444110870361,-3.4147744178771973,-3.542208433151245,7.401541709899902
18.499500274658203,20.668493270874023,3.588407039642334,5.576415061950684,3.83988356590271,-3.5908117294311523,-2.723243236541748,-8.22514820098877,-9.322906494140625,-9.475117683410645,-5.062288761138916,-3.030161142349243,-3.967712640762329,12.340009689331055
25.004060745239258,23.918344497680664,5.547915458679199,8.346230506896973,3.209620952606201,-0.8957095146179199,-1.1688028573989868,-7.146352767944336,-9.704968452453613,-9.997518539428711,-3.7232706546783447,-2.154364824295044,-1.9081895351409912,17.28771209716797
28.704822540283203,25.00475311279297,7.357180118560791,10.62269401550293,1.664690613746643,1.519519567489624,0.5702110528945923,-3.5267319679260254,-8.023487091064453,-8.136488914489746,-1.6237645149230957,-0.30924883484840393,1.406583547592163,20.060527801513672
28.348573684692383,23.76120376586914,8.719036102294922,11.688618659973145,1.733108401298523,4.033849716186523,2.8618216514587402,1.8750743865966797,-3.9306514263153076,-4.036059379577637,0.6314338445663452,3.0941014289855957,4.232194423675537,20.557655334472656
25.369461059570312,21.156352996826172,9.77725601196289,11.622763633728027,4.262432098388672,6.300684452056885,5.175995826721191,6.492208957672119,1.2072956562042236,0.37525492906570435,3.0552213191986084,7.815014839172363,6.259530067443848,20.186227798461914
21.420488357543945,17.995744705200195,10.286212921142578,10.885823249816895,7.143730163574219,7.056154727935791,5.959771156311035,8.043319702148438,5.162908554077148,3.0465075969696045,5.645411014556885,12.020162582397461,8.202824592590332,19.383522033691406
16.599323272705078,14.48688793182373,9.372541427612305,9.79279899597168,7.45988130569458,5.623231410980225,4.1441426277160645,6.292496204376221,6.151406764984131,3.478421211242676,7.474959373474121,13.050872802734375,10.018746376037598,16.869749069213867
10.517215728759766,10.912627220153809,6.5059099197387695,8.461799621582031,4.82177209854126,3.16562819480896,0.6709055304527283,2.8227784633636475,3.8731601238250732,2.82058048248291,7.233396530151367,9.695292472839355,10.431227684020996,11.7647123336792
